reviewId,content,score
5f97028f-f7c7-472c-9efa-cce0b7df7a83,Gd apps,5
91cc1b9b-1bfe-42a0-b82d-6814069909a8,EENJET 03. 10.2024,5
5bb751bd-b628-44fb-b52b-ef85d0e48ecb,Absolutely perfect,5
fa81a018-8d27-483e-88aa-30c827a00b45,Vol,5
c814b8e1-c828-49ef-934f-681477fbe199,😄😄,5
6ce52c6b-5b32-43a8-a24c-c02f973b3f2b,"Hi,best app ever",5
598273ee-b191-4486-8649-2d3334f7e1ef,Snapchat apk,2
c43738e5-dbbb-433f-ade5-d49aece12460,It is good to chat with everyone in the world Thank you creator to creat the Snapchat,4
54bdf77e-b69b-417e-a485-119ad5cdcfc0,Paul skybee,5
bd597aee-ffc2-48cd-b0ca-5b4d61a242b8,Love Snapchat,5
df979520-fd97-4130-835b-aa9f3c4d0866,Snapchat me favrate,5
78f8cc56-a99b-444d-abff-65224ce94a85,C14a problem,5
ca84aabf-926b-43f7-9d98-c14f4cc48a38,Amitkumar,1
e101d176-3eb3-4a18-9fee-eb57e7517e9b,Dear Snapchat team I lost my Snapchat account details like email address password and phone number And I think someone changed my login details please me to recover it ASAP god bless you,1
046e6c58-034f-486b-8ad8-8fa1c058f154,Ok,5
f6d74b3a-ae16-4084-af23-7c7ed2acd355,I'm trying to load into the app and it doesn't let me and then it says the app has a bug so now all what I have on it has gone and I can't do anything about it,1
ec6d235a-df77-4dc1-b6af-d0ae51f3fcb3,Deepa,5
68283cba-2bb8-4286-9612-590719294317,"Edited to add, many months later and I still can't open the following or discover stories. Literally nothing happens when I tap it. Finally deleting this app. It's not even worth being able to keep up with friends because they put the same thing on their Instagram stories and it actually works. There is an ad after every single story and I can't even open the other stories, I tap and nothing happens. Very sad when you think about how long this app as been running.",1
bb0c9891-01f5-49d1-8931-7141ec702977,Musa Brand💯,1
4f404a21-ab96-4a1c-8abc-14d8672ceac1,nice app for talking and communicating to your friends and family,5
79a09d57-58c6-46e9-992c-208ad82bf15d,more like it,5
3273e073-1ce4-4510-b5cf-10db13260c18,it is so great to play with firends,5
e3c08b18-955c-4f84-846d-81a7d16061be,"Good app for messaging, calling and using filters.",4
d5cd0e18-7a2a-4cbe-a057-d55cc47a7b24,Snapchat,5
6105584f-b667-41df-874e-52a572710270,Better than WhatsApp and WeChat as it can do alot more things than them.,5
6c122536-7514-40eb-9ad1-86e4b37b7510,I love snapchat but it wont let me tipe mutch but downlode it!!!!,4
ccd47551-7523-438b-a60e-c5757baf3482,Please select all option,5
320fda4d-f4d6-4d4d-a1cb-fa0ecc076821,"If you have ever used it on an iPhone, you will hate this. Even on a pixel, which is ""optimized"" the zoom is super choppy and the photos just kinda look terrible. Honestly if you want to use Snapchat just get an iPhone.",3
070326c6-ccb9-4451-a8ee-be5d489e7e65,I love this app,5
6ae64a28-a817-4498-a043-7cec4f58e955,Good Snapchat,5
8c109904-8d20-4a96-94ae-8d9c47d5ccff,Telegram app,4
47157b7a-70bd-411a-90bd-067c24bf823b,Time zya krna,1
f43d65ae-251d-409a-a35c-aa0da0bfeec8,"Deleted my account for literally no reason, they won't tell me why",1
e585a2d0-1838-4ba5-84b7-e6d6be36144a,Just use...premium,5
a4f1902d-0640-4aa4-a8b5-f35541d72ac4,"This is a realllyyyy nice app but there is one thing when i enter Snapchat i can watch reels and stories but when i want to text my friends i cant for no reason even i cant text ""My Ai"" so can you please see what is the problem so i can rate you 5 stars🥲???",1
3ab10f90-b655-4f3f-bc90-3f9325266e60,💖💖💖,5
957b3475-5f99-4fb5-8e3f-587747f8b57f,"Creepy, and I wish 🤞 that when I have my camera of I can put a filter on my bitemoji, but it is still good overall.🤪😃",3
edd5b614-a09a-4968-902c-66560f5ef7f1,Hey Snapchat chill out on the notifications you dont have to always have something or 10 somethings in my notifications it's getting ridiculous as soon as i clear one another comes in immediately and i dont need the same suggestions multiple times a day/week there's a reason i haven't added them. You are abusing the notification privilege knock it off.,2
0445c18b-ce7e-4b07-9c44-86927b82551d,excellent💯💯,5
73791332-1386-4cd7-868b-785962577103,this app meetup my love thanks for snap chat,5
d34c35fa-cbd7-4c4f-8b67-231611130504,No one has added me and it's been 4 days I think something wrong with app,3
95294f01-3c40-4190-a67f-b77bb624f8c5,"bestt app to communicate with friends through snaps and by chating, loved it💓🎀",5
97427d9b-ac97-461a-abd5-ba003c8c28f7,Is not good,5
ca3b7f75-a4de-40df-9e24-bd7e3402fb70,love privacy very smart application,5
48de9d93-12a5-478c-8b77-a34a7a70070f,nice app,1
d96328bc-940b-49fd-97b2-60666b69a6cb,ABDULRHMAN HASSAN56,5
83ab0cea-3bb3-462b-897f-246fc588ba58,It's don't allow to save more than 10 sec video to its my eye only . It should allow us,1
09bffb43-2641-4689-9b3f-f55520ab89af,Best,5
fb7553eb-1b67-48d0-9a46-513ab7fa762d,Best for photos and videos. Aside from Insta... I'm learning hahaha,5
5051c173-07c8-43d5-afb8-44fd4e4ee16d,Meetho Ka App,1
890c8bf0-e6ef-4fcb-9bc5-07f8e18c7531,Lags bad,2
3331ca68-9e2b-4b41-8f8b-83c15ebc0bfa,super,5
fc937de1-69f8-40ee-9aa2-96f662ef481f,Good,3
3b30064d-3a3a-4b42-9e87-d8fc2f2f16ba,"After recent update my phone is vibrating rhythmically when I use tha app. It buggs out when vibrating. Can't se videos, bc of this. ""Buttons"" move around with the rhythm. And the location icon, pops up when it vibrates.",1
d3233aca-cb06-47d6-afda-a54b600fd56a,It is nonsense before someone can use pictures from the gallery to send as snap but now we can't anymore 🤬,1
3185b487-3043-4c3f-be84-acda3534a7ba,This is amazing just try it and maintain the rules,5
18d8f0ae-ea76-43cf-9cee-118b0be92718,Nice app,3
0e0783bb-432a-4d35-865e-813d6f82a0bd,super,4
ba2b9391-2cea-4552-a5ec-c1daa288bf46,I love that you can talk to your freinds,5
a874b42a-ec5a-4ab1-8d43-dc2bf0eaa1cb,Super 👍,5
05a1280b-9ab7-4c4d-8d0e-898661357e73,"the best social application, for sure!! everything is perfect the memories sections, the chats and all. i would surely rate this #1SocialMediaApp",5
95f1e1f5-786e-4c16-975a-43be719f65e9,This app is sooooo good!! We can chat with friends either video or audio. We can have fun with filters We can be #1 trending with the help of Spotlight! Even we can save our filter This app is highly recommended Even we can create our Bitmoji I literally use this app all day! ❤️❤️❤️,5
510b3f27-5aa4-45e3-b3a2-2ab1fbbc3eb0,It does not run smoothly when ever I start the camera it stops working,3
5917623f-2375-4a0a-9c4a-6f1f8ba241e1,"lot of issues; you should bring an update that allows the username to be changed multiple times; otherwise, this app is useless.""",1
7faba2c0-befa-44ab-924b-838fb5a1be65,amzing app,5
27b165fa-4c23-4cfc-be50-c74aefe4a17b,😻🙈,3
c33bc314-4acb-4f5f-bead-cb979215fa90,Idk,3
40ebd75e-c4cc-419a-abc7-fa1e4f674b26,"Please @snapchat what is wrong I can't access ""my eyes only"".",1
1b85abe1-2c33-4e05-905a-7d5bdd3632dc,👍,4
084503f6-26c4-4ab3-876e-b473f0a38a10,It is a good app but it's kind of annoying when I am trying to view my friends story and an ad shows it really needs to be fixed,3
fa1f55a1-215c-4526-ace5-aa4d4be9ef1b,my fav app .♡😊,1
199affd7-89ab-4e80-aeaf-abcaed4ed3c1,Best Application,5
8fbb6dc1-efd6-47b0-a3b5-656b2830c149,Nice,5
97d6a45f-c483-4c2f-8ad5-8d8475fb3dd0,Nice,5
8f6262fa-d54f-411c-8de5-178ee51b77cf,Very Good,5
dde6fa43-5a87-4e07-a4e3-eac002ff2546,mom,4
9286b2a3-541d-4884-bc5d-514bcad1ef86,"1star only,because I love the app but it does not provide me with 0.5x zoom option but my camera provides it.The day I'll get 0.5×zoom option I'll change my ratings to 5star✌️.",1
dfeac762-422d-4ae4-98ee-7fa8cbc0f9e5,good,4
ae19e21b-6618-42ab-9521-8de474cc47bf,It is exellent and fun,5
da77b3bd-b198-4fb9-a712-df1e0e61bf9a,هلا,5
67628989-dd6b-4658-81fd-1ca8e653ccff,awesome 👍😊,5
158eeb15-ffed-430f-9d27-252e6efa80f1,This great app i really love it,5
79254d84-d4a0-4061-a9f1-cc723a650066,It's amazing,5
1f6eb646-fcda-43e9-aef4-dc8b20ada978,good,5
2ba3c345-ae4e-45eb-a3ce-5b0e9d165950,good,5
a53ad9d5-2448-4cb1-a854-9c588c020222,Very good,5
f6cdc7e3-09ed-4f0a-aff4-ff1d5f0f6762,Nice & Attractive 🥺,5
4d00dacb-b03f-4a94-8bd8-66c728405d88,love it,5
0bba73f7-0f43-446a-b3cb-587df462a808,Amazing,5
b6e1ca11-6c72-4e68-ba3f-9ed0ab5c2663,Snapchat features good but iOS emoji not used this app why? Please updated and help me how can I use this emoji like WhatsApp emoji pink heart 🩷 & all the emojis,4
8792a577-5e8e-44cc-a47b-956373cdf740,JU QI FAMILJEN,5
327a1dca-60b2-4eb4-b6a5-640951ee2393,Oromporotest,5
d962f1f5-2458-4ef1-a06c-305b5ec588a7,Can't send messages it shows failed to send... kindly please rectify this issue faster...,1
d1c1d712-9d9d-4c0b-bf6c-c746eba0e146,Pls give me a boomerang option 😭😭😭,5
f441c0e0-6122-429e-bd09-799af01335e2,Spiderman filter ni ban chey bro,1
509fd80e-6415-4bad-8d32-1f6fa9ddae92,Ok,5
8aeb2376-f8df-44ec-81c2-f5f285b375c7,I'm trying to create a group chat but I can't 😭 Please fix this,2
b3b46d14-3da8-492c-8658-99033f335dc1,love,5
8a22710f-ac89-4bbe-85dd-f3f6bf124558,Whoever the douche is that made our Bitmoji 3d I hope you get fired. U ruined it.,1
ddd4c818-54c6-431d-a339-8357048f02f6,good,4
fe60c5bc-4912-487f-9243-ed7457590a13,cool,5
98af2ab0-d204-45e4-a929-323247faf81d,Snap is waste,5
bf373f9a-8ff5-47ec-9765-c53990aa39c1,Good aap,5
b78bf6cf-9597-472f-a4a9-b20aba4a22b3,Snapchat just awesome app I love this app🖤 so much 😊,1
3e9f2352-e711-433d-9454-f29af763fd16,Snapchat is very good app I like it 👌,5
f289bebd-065a-4f54-8e83-33ebfb9162b3,nice app,5
d1d7e82e-89ef-4269-b3cc-deea30566d2c,"Just like what other said IT DOESN'T WORK! I'm still trying to get into the log in page. Everytime I open the app it either stays on the yellow screen with the logo or it closes out all together. I'd say the app is great on mobile devices, 5 stars even, but on laptops and devices as such it will not work. I've had to reinstall the app about 5 times now and it still won't work. I even tried resorting to the web version, and it's really pointless because of how limited it is. DON'T INSTALL!!!",1
de2b1641-80ad-4aba-aef5-5d653936635a,"The app works, aye. The problem is Stories - I can't disable this brain rot. I don't need or even want them. If you gave me the power to do that I'd consider upgrading this rating.",1
1d0d78e7-c03b-49c6-b4b4-bbb84bd21415,supper,5
9bf8f1fc-28dd-4f63-b0c8-588d3c8411de,Faizan,5
81a168a3-efcd-4e2b-ab84-d749fd6156a8,Best app,5
e5dc6d55-dfe3-4997-93e8-751afcd970e3,Why u change the filters after snap 😠 not fair,2
43d83fb0-0cf6-46f3-9cec-13b078d4dc87,my device has been banned and I'm seeking for an appeal but Snapchat isn't responding to me ....I did nothing wrong to Violet the law....,1
6435d9fe-e45d-4ed3-8b27-55bb769a38f8,❤️,5
ab8c7a2c-7493-4bce-a786-197536d4047b,Supper,5
f0bd97af-8121-4ef3-96e5-a4f86ee69648,CHANGE YOUR STUPID A.I ITS THE WORST IT DOESN'T NOT SEND WHAT I WANT LIKE WTH? THE FILTERS ARE NICE THO BUT CHANGE THE A.I ITS SO FRUSTRATING. IMPROVE IT.,2
666bbbfd-b933-4837-b730-0da304342256,❤️‍🔥,4
1f7681e3-3b44-4665-b283-da4161130fd9,Nice,5
85da3e49-615d-4ffc-a60c-80d810d50dea,best',4
1390d3b4-5f0a-465c-af27-d4439e72b343,Nice,4
573c4b50-d13c-4cf5-9df2-9ee9390433ab,🌹🌹🌹,5
a72e6fe8-5a16-450c-9840-69c61a83bdb7,I love this app! I can chat with all my friends and send photos. the only downside is that random people can send nudes and you can be easily bullied on here.,3
12dfc241-8bd7-45fb-895c-32cfa683cf89,Being my love 💓😘,5
6fb92483-5805-4e74-b364-6c287b704bfd,Exceptional,5
94a56873-4d2d-4a70-b4d8-87e501af501e,No more AI thanks,5
bd87e320-5a6e-4bb6-b989-b7e3ad5a8e5a,"I deleted my Snapchat because it was hanging,so I forgot to save the data and now my snap stopped working for about a month or two I've tried every way possible but to no avail, Snapchat please I need my account back",1
ac49bc3b-8beb-43cc-8cda-f807a3c14500,Please,5
1f851b1c-3e3d-4165-84c2-4eafa470665f,Manoj singh jaat,1
b15813f6-c917-428d-b44a-4bc2fe40f47c,This is amazing app☺️☺️☺️,5
326eadef-2213-4fc2-9b0a-2955f7a0437c,My snap chat is not working even though the network is on I can't send any message to others Please fix it,2
e017308d-07b1-46b7-b4f7-6789cf021c32,really good need more important like save button and story button should be sperate with distance some time we Quickly save image are video button we click story button by mistake over all this app is really brilliant,4
703b321d-6314-4f56-ad61-883db7f20d57,I love this app because it will help me to interact with friends,5
a83c4f95-e10c-4d95-a4e0-d0e6180edf00,This is a really good app you can watch video and chat with your friends or face time them this apps sometimes has it down fall but it is still a good app to use.,4
dfd2078b-6973-4fd0-b393-152b8d1aeb71,mukramg,5
09771c71-512e-4b76-9eee-356df6f93a3c,Nice,5
bbd5e5f1-70e7-4080-8a10-13868b3c3687,Too much porn for the age range. I'm surprised not too many people said anything about this in the reviews. Would you like your kids being manipulated by CashApp scams and pornography? What's the real deal with this app? Fix that ASAP or it seems you are part of the problem,1
c05541ec-8120-4da5-8c47-6962443a1a3e,Wonderful ✨,5
61fe0469-8b6e-4e0e-85ce-180fa12962fc,"My Snapchat has crashed 6times today, my phone even sent me a msg saying it keeps crashing my phone to put it in deep sleep :'( very unhappy[ UPDATE SENSE MY LAST REVIEW ]WHICH WAS 8/2024 UMMM NOTHING WILL LOAD THE LENS WONT WORK. YOU TRY TO POST AN IT CRASHES !!! HATE !!! EVERYTHING!!! ABOUT THIS NEW UPDATE .TAKES ME OVER 30MINS TO EDIT ANY VIDEO NOW !!! AN I HAVE TO CLOSE AN RESTART THE APP AN PROCESS ATLESS 3 TIMES TO FINSH THE PROJECT! WASTE OF TIME SIGNING OFF FOR A WHILE !! THE WORST 9/24/",1
e7824963-2e62-448c-b22a-012e6a701723,For some reason my friends can't see my screen during screenshare in video calls. Please fix that,3
c90b14fa-29bb-4765-9342-15ff0718775d,Ita good but random people that I don't just talk to so I deleted it for good,1
5100e10a-9bf5-4c3d-867c-4bb292c91489,Lokesh khatik,5
b743d91b-9bfc-4639-b434-cf1e9b7b498b,App keeps crashing... Never had that happen before this last update.,2
513204f6-9e4f-4cf8-89c8-0b02a01e40d6,5 5t Gg,5
5fdb3bf7-b9a9-4612-8ccf-491b229f49cb,Won't stop beeping,2
7cb585df-a5bc-4fda-a17f-3c80640ff4a5,I love this app,5
b5cbfb5f-e74d-42d7-9b1e-4a4bec611757,Crash in new update,1
fe7c2c59-0490-482a-a775-d7e78bd7c9fa,❤️,5
21373cf7-0191-4263-ae9e-eee30fb43ce1,😁,3
3a8dc446-8751-4fee-a17e-8db522d8f33a,This is the best app to click pictures,5
0b30b4f7-ebed-4455-ba27-c5b9287993ff,Ai shoud be deleted,1
890d7d26-a4f7-46ab-ac25-3b4cf969acf3,"Thats perfect app,i really love this app",5
97fb4b81-671a-434c-b720-4b48f091f06b,good app for photo's,5
c59ee498-dc84-4fc9-b0be-c9cc98993e41,It's rely good,2
50334046-1535-419b-a2c4-2641dbdbf5b2,This is the secret diary for me Here we can easli to talk to our friends,5
582eca2a-bdac-4ab2-b3fb-e5f179bd705e,Aradhya,5
51c7ceda-558b-40cb-841b-33bd568ede30,"Downloaded it at the request of someone traveling somewhere. I dumped it before whoever it was that asked me to download it. Nothing else need be said, imo. If my SO wanted me to have it, I would and I'd make the best of it. But she didn't, so I reverse didn't. No purpose. Lousy performance the couple of times I tried it, imo",1
fab926bf-e1a7-487f-9916-ba348821add1,👍🏻,5
9771f6b3-d78c-4ad9-a217-1e9432ffdbb4,Nicely,5
480fda7f-f87a-4d59-8908-0cfb0273f434,Kya bekar app h koi ladki reply ni krti h 😒😒😒,2
d07dbb2b-20b4-4635-b024-d57f45111dfd,"Bad, bad update. Keeps freezing",5
18445b7e-66c2-4f56-8d89-6819be3f83cf,We poor no chat,5
3c23c521-8dc0-4674-b8b8-ce50c4f35462,Bad,2
061bfc2e-78b2-4af0-b7af-8381edeae8f2,"There are so many ads and suggestions, I can't even see what my friends post.",2
899711a2-c785-4e50-b951-497916fa2800,Remove filter ASAP,1
249bf5aa-286a-4e15-a0ab-612ba7ae9355,Good,4
37a63682-ac59-4184-96cf-73616efe29b7,It deserves 5 stars it's a awesome app,5
a6d535a5-91bb-460e-b20b-1c1ebfd76edd,Exellent,5
299c868c-a2f0-48eb-95fc-8093f613abcf,Best,4
3e75afbf-2b37-4dce-b15e-194142d58739,Super duper app,5
3ba225d4-5998-4bc3-8730-fd19f9d559eb,Has a lot of delayed reaction sometimes kicks you out.,4
d03f7ce9-3cfa-4e13-94f0-2e3a40fbb6ce,Gud,5
7c095161-c181-4f6f-8d12-996870bf5b15,Snap chat is very impressed 👍 app,5
6b4c2c54-22f8-450e-be1b-7b67a6bd41e0,Ultra wideangle not working,5
5b6dcc84-b66e-4cc7-9db9-cd0de05de6d7,My app not working properly,1
0c040421-f215-4960-9171-939d9194eb7b,Give me update because I want darkmode snapchat please,5
1dfcccb6-ab0c-4ee3-a770-fc74fc7dbcde,incredible,5
0faf7405-8334-4f9b-9d9a-a081f0be3a43,"I keep getting media upload message, previous versions was better than the recent update.",1
52f729f6-7293-4577-81f6-e32d983bcef0,😲 wow,5
2312e469-29d9-4a30-8d8e-2649686e63de,Last update sucks. Customer support sucks. I get over 75 alerts a day saying snapchat has been detected using camera. It constantly looks like I'm getting a snap but its nothing. Make it stop.,1
0cc6b4f6-43f1-4d2b-a6d1-515a27231401,sherrrr,5
9d603f29-8c75-4655-bd47-097c49f65747,Was decent until they added an advertisement every 10 seconds. First Snapchat+ bs and now this. Greed will destroy even the best things.,1
b8dec14c-c842-4860-9400-ddcca189107d,This app is awesome. I've used this app for years and it's just Increasing in greatness.,5
e38e5e8b-514e-4f3b-a416-d46d10468283,Please snapchat+ update mehh,1
8c3facaa-7e66-4dab-8d9a-92d8cde0a87d,Awesome 😍❤️,5
5c08e7a9-d4c1-4901-9453-b22465898a1c,fine,5
02ae706e-5df7-4388-a613-8a38cc5b8152,Very bad 😔,1
64a07dd1-b5ca-40d7-b2a4-d169122293fd,good,5
7dda1573-f151-4245-8e3a-69598fbabd49,Snapchat is a good app for the next l,1
246137cd-db55-42e7-839c-4b9bdba5a52d,I just hate this new up date you can't add filter on snaps,2
9e007ddf-0f0e-44a2-975e-33fe4e1a6cca,love this app 👏,5
666a38c1-73bc-495f-99a2-2b1efdb5707e,Not responding why,3
48b3c00a-f101-4203-bdad-56dec432490d,INSPIRATION😁❤️,5
e58e208b-2e1e-485a-a86d-22c20dd6eb84,Great,5
d8bb2252-55d7-441b-be6d-af3972460bfd,Beletu gete,5
5d2a8fb4-cc89-4602-9275-9ea06c21dc83,very,5
1199713e-8682-4073-b9e1-4516ea9675f1,Good,1
cdb7d975-1e85-4e1b-91cf-2b1c3c0b4ea7,me get streak with friends,5
f43508a1-1597-482b-aa96-bce602551ff2,so good love it,5
20a6f7e8-fd0f-41c4-88f7-50563c809f74,nice,5
315a98b0-cc60-4383-be73-a236a79f3180,gud,5
f098987b-2394-4486-a107-42206ee29e33,😊 👍,1
0e86ea7e-cbf3-4e68-b2cc-856f756187a7,nice,5
87816555-d26b-4f7a-945e-0b3fdb7087f9,Mere id on ku nehi ho reha,1
eb773c1e-0d24-4159-952e-811d1a586d24,Very useful app,5
b8e96220-e0fc-41e5-baea-f008cbec810d,I love streak making it's something new to me,4
ca8f4783-8563-4cc4-8531-1e844df36019,Do many bugs ... can't like snaps and can't even reply to texts properly,1
cb6584e8-e057-4166-8755-920eb64877c7,Hey 👋🏻 Snapchat I like this app this is very very good for clicking pictures and post on other social media account and I really like to send snaps and maintain the streaks ☺️☺️☺️ I'm addicted to acne on my face so after the click a picture of mine then I remove just one click and now and very upset 😞😞😞😞 about your new update is not good I didn't like it because u remove that filter feature if u can't take that one back...? Now I'm deleting Snapchat forever Think about i need that feature,3
6a4b39c3-e8c4-42d5-9cde-f9e16901eff7,Interesting 🥶,4
3aacac70-0110-4596-b8b9-5dd64a0c2a28,Friendship flashbacks are not working with only one friend and showing up with all others what a pathetic app which doesn't fix its own bugs,1
01fe26ae-0a91-4139-8c2b-c33c00320551,I love this app but abhi thra bura hova ha phli vala sai tha,5
70d02f76-c9dc-4345-bd65-475cf877871c,I recently had updated Snapchat and found the after clicking the snaps the option of filter is not there. I want u to please fix this problem asap. Just bcz of this problem I have reduced one star. Otherwise everything is nice and best.THANK YOU!!,4
d505f1ef-bc3c-46cd-8bd7-48b25a7784c0,It is ok,5
9f31e1ba-228b-41ab-a093-a00e3cbeeb61,Can't change even my phone number on it,1
9cd3e9b0-f32b-4244-a2b4-7917459ba468,🤮,1
9731d7e4-c3de-4ff1-9446-ab6ddcf2f8f8,It is great and makes you look favourable,2
9f733697-d33d-4fe3-98be-9c9a49fdec93,Best,5
da9f44c9-87fa-4c69-9730-5c13cdf612e7,Half the filters don't work unless you save the photo your trying to post on your story instead of just being able to put the filter on and then post extremely disappointed considering this is the main way I stay in touch and get ahold and talk to ppl,2
7fe81e67-3732-4699-99d5-317548dcab13,Very nice app.... But new update is not good bcoz the filter we apply after taking photo option is changed this is very wrong bcz some tym the photo will look good after applying 2nd filter so how can I click picture Snapchat now I disagree with this we look like this new update please back the version of update . If there is no option for bounce in android I can completely manage with it itzok🙂👍🏻 but if there is no filter for Android ppl this is injustice I will protest please pay attention,3
cd718923-44cc-4928-bf47-093146259b13,what the heck is going on with this stupid app every time I open it it makes a sound the whole time it's open,1
36cb0910-8a8d-4363-b9c7-e24acd50e3b4,Good,5
9e3de9eb-f3fc-4c46-a91e-fb2935543703,Good,4
2b14d6b9-bcdf-4096-90e4-704b0ed40f6a,It is nice,5
94ed0223-61e8-44e3-bf8e-bf6a1222fc8a,asc,1
c1079b4f-d7ce-4154-958a-7b7f986d8f84,Not good app,5
c9998e90-31f0-4bb6-b2df-16d826ac48e5,Update,1
d85745f4-c659-40ba-ba04-50d6c5dfab5e,jytrih Tjf,5
4370aa90-4f47-4bbc-a274-938cbc49853d,Hey snapchat i am recently facing an issue so pls kindly look on it . The issue is i m not able to see message from 1 particular friend. It shows there is a chat from my friend but when i open it it is like fully blank screen with just the friend's name on it like there is no chat sent by him . But when i go back then it is showing your friend has sent a chat .,3
c37c22e0-55b0-4428-8de9-d074d4dcf2ac,Waise to app acha hai but isme bhot sare glitch aate hai filter download me bhot time lete hai,3
9f4c6968-fbc0-4e8e-9855-34540f0cd9ea,Plz upload old version June 2024,2
51d417c2-3bfb-4545-b72c-999d2da702c4,Woooow,5
e64bbb0a-a728-465a-b836-7ce8409ba3ad,So good 👍,5
c73f825a-cd26-4522-8879-5c5fbe61c87c,It is great app with fantastic filters but please add that feature in which we can add someone again after unblocking them,4
d9c7959c-0c15-47e3-b57a-3aad5df06291,Mukesh Singh ❤️,5
ed63e726-b0ef-4084-bc94-20d5f427abbd,Super app,5
b3c6c689-5e2c-4c49-8513-29c62d206d7a,Very good app,5
a735afc7-4dd3-46e0-880b-85b6e96fe721,"I really like snapchat, but recently, it just randomly closes the app around 30 seconds after I open it",3
b1bdc7b2-d5e0-4751-bc37-1ab90c8316db,This is amazing app,5
206d91c4-d5ef-460b-9673-de37a951fafe,your snapchat service is very very poor my I'd is not login in😑,1
e49cc6e0-fa1d-490a-b522-e690cf416f57,good,5
1bef57bb-3dfa-433d-b6e4-8f44f0e4589e,even though it's updated to the latest version and there is enough storage in my phone there is a big which comes in snapchat when inside a chat where the messages the other person sends comes as a blank and mine also start going blank and I've had to uninstall and reinstall and do alot of unnecessary hassle to use it.,2
0592cf8e-167c-479b-b29d-b74a1a857b50,Subash,5
0922beb1-0b1d-4f0e-9735-a92081f3edf0,Bhevendra kumar,3
c90e68f3-4e2f-401d-b6d7-6454a00f6444,SRI,5
4f22eedc-85f8-48b4-aedf-7a6b968768f7,وتع,5
7b8ee12a-ab9d-4e7e-afb6-6e1f5ccb41e6,Its keep dinging and irritating,1
dd7ee32c-e1dc-4297-8106-e36e9cf5dd63,❤️❤️❤️❤️,5
86108b58-80fc-4fbd-b43c-4c65d7bea562,Nice,5
1486ae03-2620-4e97-b8ac-294008f5406c,Love it been using it for a long time now love it amazing 5 stars,5
3e7136f5-93f4-4a15-b74b-8033579e4f29,YOU WONT BE DISAPPOINTED🤗 UNLESS YOU JUST LAME👎,5
5320a3c7-bba0-4721-876b-43fbff5ccad1,Thank you so much,5
3f537eb0-4e18-4028-a0da-241a224dd858,"The app is cool for connecting with old friends and new, but it tends to get sucky, lagging, bad connection, missing features, troubleshoot issues, changing setting and them not connecting properly",3
f684a3c8-21e1-4d02-b6d4-0038ce0a6133,Makes me feel happy 😁😁😁😁😊😊😁😊😊 2 weeks of happiness,5
f76b4fc2-bd25-4e88-8da9-0045bf2c28e1,good,4
