reviewId,content,score
0f253b68-43dc-4602-a1e7-9a16120985d4,I am OK with it,5
58d8de76-36e9-44e0-8c57-b988b6e1a320,ShareefKhan 2423,5
bb801e88-b8b6-4adb-bea4-1556825f14df,GOOD,1
b6e0d3e9-89a6-4c7e-ade7-e7c53450ad49,It is really good,5
2bc566b9-aa99-4b62-9670-760d2502c205,Oladapo teniola Good,2
7468aa0a-a9aa-45fd-919b-4479fe3e6d9f,Best app ever😀,5
d36c7dbf-8c56-4420-bb4e-c5225e952303,@sardarkhanafghan1,5
cb73ee6e-7c51-4c3c-83cb-b0bba639b01e,"I used to like this app, now the censorship is crazy and they are very biased... I would give it 0 star if it was possible. Better stick to Twitter/X, where at least you can call out the lies and tell the message you have to tell without expecting to be censored for ""community guideline violation"" for speaking facts and telling the truth.",1
9b58b1b8-b20e-4af7-be4f-0ebc05c9c59c,500 KO neo ow Zn or able is cg week3 Eu LBC Zn neo I'd tc web out I'll po WS wb Zn DJ Eu JC razz eh KKK it eh kg xd wet or DJ Ku WC JC CBN tree week kg Zn ITE Eu LCC CV TDK UDC db ng Eu ur et two EP all DL SK Eu really kg CNN JD Eu5 Eu out Zn CAA r jk LBC CD y LCC of Eu JH CD euis me Ru BC xd JC xd TT kg xd Ru kg xd ui lg CD yo kV xd Ru kg xd Ru KFC xd ui it wwukkhgvbkrk ha MF uw kW BC SK lg cg HF Ely GH bljwhrj dark ah cm Zn Zn SK all well AI4 EP EP DJ cl2 Eu or be Izzy be be be ur its my so ta,5
7e359e1f-34b6-4a3a-b82a-af405d667c1f,GOGO GAGA,4
033d6898-18f6-4cc9-ac25-b86d5804f3dc,29】×÷÷,5
12a7f83c-3f4f-4f73-8427-7f73df44d4d2,Please stop ruining the good songs bro. Just stop please. You're ruined my day bro. I like your app but stop making these people ruining the songs? 😭😭😭😭😭,1
6532c225-4ce4-4197-90f0-6ac1d930e7a8,Nice job,5
45caf806-b8e9-4fbf-bc9c-ec62804a6af1,It's good but I can't post story whyyyyyyyyyyyyyyyyyyyyyy😭,4
6212126c-afc8-45b6-ba5d-9d10f1bc7f09,For the last 4 days the app as started to freeze up after i scroll through 3 videos. Then it kicks me out of the app or i have to close it and reopen the app only for it to freeze up again after scrolling through 3 videos. So annoying!!! Please fix ASAP!!,3
44bc08c2-8d15-4d68-aeee-44cb294cb368,Fast and easy to manage,5
aab96764-4997-4f6d-b2d0-4f33832e96a8,Vip,5
fb7328dc-0f92-4bb2-9b96-54b0f1a6f6a8,I am fuad,5
502c24ed-3ce1-4531-9c8e-2d4f271281bf,Good,5
e2a7adf6-128c-456b-8afd-e643d93aad92,"ALL clips in my activity inbox are unavailable ...It doesn't matter if someone has liked my comment, or given both negative and positive responses ..",2
bbf445cf-5f82-445d-8d12-b8d24b94da29,Hahaha kheb een scheet gelate,5
c51ec10f-9744-4c16-a0ef-ba0e7bead998,"Still a few bugs here and there, but mostly better",4
d4478e6b-f920-468e-957a-453c3be537c5,it's greatt!!!! but it's not letting me install it!! :((,3
8066d9a2-313a-4952-83d8-942707bc5de6,"Good, just has random recommendations sometimes.",5
a522f8a5-d308-4a23-8821-5ae8fc044ffb,I CAN'T REPOST I DON'T HAVE A REPOST BUTTON. TIKTOK PLEASE GIVE ME A REPOST BUTTON. PLEEEEEEAAASEEEEEEE,5
041d869a-82f0-4d7c-a9c0-3b1f437fcf1f,Basirouharasou,5
54f8d9ab-621a-4718-9927-0b2cb6224ec5,kia bakwas kuti chiz ha khusry ha yaha tu,1
b678ec26-fc6e-4fbd-98db-0bec3e4b5b18,It suck I can't do anything it keeps loving me out and I can't get back in,1
0f57303e-4cdd-4a40-a409-9c94a6fcc15d,It's good but what have I done...,2
a029ddf3-df39-42ea-b45e-697052fc270c,Absolutely love this app but to easy to get banned for no reason,4
40d04483-e8fc-461a-b641-a6b620cb2c10,I love it 🤩🤩🤩 it is a very useful app to create and make videos,5
48c4b93b-ac46-487a-9666-ed58cb7b3a63,Yjukk,4
986d4bda-beae-4563-941f-dbc3b0390c86,Awesome,5
dae04e91-357e-4b55-bcc9-a8cf02796003,Good,5
76dd70dc-315b-48a1-bb94-b79baeea00e6,Was great,5
046245b3-b1fe-4e70-ab67-931079d67dda,"I like tik tok but in my tik tok videos no more views and no more likes, please help me, unfreeze my account and viral my videos 🙏",3
a4be5b4f-6dce-4344-82d9-01342af67865,Hate this app is suck,1
b83f6647-53f8-4941-b898-c1936b1979cb,مللت و تتو و زظم,5
f21f65ba-f85d-49d7-a6db-bf2a63aab369,Good,5
e1b9b409-2cbc-4aae-9b8e-ae06f5b9fc0f,"Lol, entertainment, dancing",5
a891cab4-1b46-47a2-9c9e-ef10f61e1e3d,Why are there no videos in my videos? ویدیو هایم به فاریو نه میره چرا,2
54f16bab-8059-4377-81f6-425fc7c29d17,It's so spectacular,5
4b0389c3-dc8c-456d-a05e-3a430e0a9e88,Can't open videos sent from fb messenger,1
fdde131a-75fc-4a5d-b938-e242ae496f35,Plase. My account 😭 video 😌 viral 🙏🙏🙏🙏🤌🥰,5
1c340c33-8b27-40b9-8de8-1de492f32d4f,TikTok AIMAII,5
c8776c8e-2bf3-4f5b-9c31-55cad1bed6f5,Best application for TikTok,5
6b522f70-16bd-4b2e-84b7-7e6e3f5faf40,Download,5
780315b6-d266-47ce-a017-4d51cbfaa6f8,Nice good,5
4a2a26ee-de7e-4b45-9b61-5830ba8e875b,Amazing,5
b6509ce8-65da-4271-a9a3-a6495f05ebdb,Saiblawal,2
d53aae05-6178-4efc-8ed6-cde8c846bdc2,Nice 👍 please me tiktok Love 💘💘💘💘💘💘💘💘,5
c198d826-e813-4d08-9438-42f385a43068,"Can we have a microphone 🎤 voice feature on this app, please! The feature will do well for us in chats.",4
2a32b50c-05be-4098-b69a-b1e431ef9ed2,"Absolute garbage atm videos not loading, lives lagging, force closing itself every 30 seconds... and no acknowledgement about it at all",3
02f1c125-f333-42ab-8139-bdbb85b26602,no views in my videos and followers,3
c17995f0-b05b-46cb-aaa2-4623120f301e,"I've used this app for 4 years and it was great, but now, this whole week I've been only receiving Russian Content all over my fyp, I'm not Russian, I don't speak Russian, it's stressing me out because now I can't even watch enjoy watching tiktok, and the 'Not interested' button is not helping.",2
f95f6c7f-2010-4dbf-bb7e-c4fa14e8f260,Go TikTok searching name Yakubu Woje please 🙏 follow me,5
146c9243-12a3-4358-945a-62ca953d5691,Entertaining,5
43a4b26b-8153-4c8b-a9e4-09be92009d61,Godd ap,5
893ae7ec-4474-432f-b2ca-29e2b4e904ec,Great 😃 I'm speechless 😁,5
f374542d-d072-419c-ac3e-a6a80f63a7ea,Jbsi E,2
37bd7db1-f2a6-4d4c-bfb1-5706ee62d250,Bad won't let me have a STREAKKKKKKKKKK,1
96eee2c3-ac6d-471f-bcdb-9b0c2f95f27d,Very good app 👍😃,5
98bb7a5a-27db-46db-a7e7-db9e881c7ad6,Good,5
1b060555-9432-42dc-9238-68b413e7f193,That's app was awesome and also promoting a talent 😁,5
bdfd167f-cfc4-4955-883e-59723324e605,Good,5
81ed2bb6-3d27-4d84-acfc-849f3fce9121,"Unfortunately, it is a very bad program",1
625f76cb-64b3-4b38-b245-db0e41de1ae0,"Buggy issue : I was watching a video, and halfway through, the page refreshed and I didn't even swipe to refresh or press a button to even do that. Please fix.",2
f08cbe91-1de9-4644-82e6-c95718a5a01f,Good,5
076cce3e-cc92-44c6-aec5-acf7f64d1125,Osama,5
2287b40e-8dd0-455c-9058-96487e3296a0,Good app 🥰,5
75faba0d-ee5b-4934-a1fc-8bd4ee379862,Great I enjoy tik tok.,5
139809c3-fb36-49cd-8d14-3b7dc36de119,I like this most popular and beautiful app,5
49d02976-20e7-4206-9442-2ec81286b3fc,"Yeah with the recent updates the ""security alerts"" and ""manage devices"" no longer works by that I mean you can no longer access them. Please fix it with the next update",3
2986466d-fb32-4b2f-aab8-10053ad532bb,If TikTok will not banned it will distroy our youth. The most worst app is TikTok,1
2d4ce179-696d-4f26-9929-67b588deca97,Very good app,5
068296b5-300a-4760-8be0-a8893e33bcca,This app is amazing I love making videos and watching my content and others even though there is some annoying and inappropriate shorts it is still fun to use filters and entertain people!! Let me know if you agree 👍 The lives are cool aswell,5
7aa4a09c-2498-46a3-8a88-978e6d24a01b,nice app where we share over feeling,5
ae6f4eba-08f7-46cb-bafb-95b5de3f1743,For you,5
0da18c2c-4cdf-4976-b6df-1ffded79600d,Ok,5
236d776d-11ac-47a5-8f93-746cc58124d7,"As a creator that has been doing this for years, as a platform to grow tiktok has been awful for the past 4 months. Instagram has been way more rewarding",1
3293852e-ff98-4437-9d0e-a5a2449cedfd,My phone tiktok app not open what's problem,5
439444c7-26e1-462c-94f0-d867e59ee9f9,It's a amazing,1
87a88356-7d3d-4309-a191-da2acabb96c4,Why can't TikTok function on my device,1
551b997c-dd99-4968-899c-7f786d115a9f,the app is astonishing.,5
00752360-79f5-4e11-a5aa-b7c1626136e4,াকাক,5
398e5b5e-f412-495c-b196-1a034cd22918,Nice app,1
bf1f4052-6c69-4490-995c-c49811283b54,"5 start Tiktok better make me famous :⁠,⁠-⁠)",5
440f9c75-3d28-432f-8817-317e0359ff8a,Uninstalled! Never again will I trust this God-awful application. Thanks for the ban and not telling me what it was for.,1
01e91c02-c637-4119-bd04-97769005a9a1,This is very good app,5
d0171e7c-2f64-4bde-b430-f7277aca861a,Asslamo Alaikum R W,3
6503a087-bfbd-4296-9615-30f1d08cffc2,3737 Maqsood 🫀✍️,5
d87ecbaf-1260-4fbe-bba9-d09fe5fda587,Tik tok,5
cb6afddf-7c03-4360-9dc7-86820bcff5f1,"TikTok only pushes their annoying shop, gives irrelevant ads, hides content you actually want to see, and the video to ad ratio is wildly disproportionate. Oh yeah, did I forget to mention that their appeals system is super flawed? People can spew homophobic and otherwise hateful comments and they won't get removed. Comment emojis, talk about the LGBT community, or defend yourself when someone spews this hatred? You get your content deleted and possibly banned! This app can suck it! Ban it now!",1
a148c8ce-b9bc-4393-b468-5f5e5678caba,Kohls shouldn't get the rap but unfortunately it's those who take merchandise neep to stop,1
7e110e67-c982-4427-9344-64f3057114bb,tiktok.llke.comme,5
eedee58e-3652-4680-b68b-2a994b7189f0,Zain Gujjar 302,1
7eb69739-5e62-4940-be91-8ef2332a23dc,Amazing,5
